isotope_id,mode,relation,intensity,is_allowed_not_observed,is_observed_intensity_unknown
"1306",A,~,0.088,,
"1306",B+p, ,,"1",
"1307",B+,=,89.6,,
"1307",A,=,10.4,,
"1307",B+p, ,,"1",
"1308",p, ,,"1",
"1309",B-,=,100,,
"1309",B-n, ,,"1",
"1309",2n, ,,"1",
"1310",B-,=,100,,
"1310",B-n, ,,"1",
"1310",2n, ,,"1",
"1311",B-,=,100,,
"1311",B-n, ,,"1",
"1312",B-,=,100,,
"1312",B-n,=,1.5,,
"1313",B-,=,100,,
"1314",B-,=,100,,
"1315",B-,=,100,,
"1316",B-,=,100,,
"1318",B+,=,62,,
"1318",B-,=,38,,
"1319",2B+, ,,"1",
"1320",B+,=,100,,
"1321",B+,=,100,,
"1322",B+,~,100,,
"1322",A,~,0.0012,,
"1322",B+p,=,0.88,,
"1322",B+A,=,0.104,,
"1323",B+,=,98.8,,
"1323",A,=,1.2,,
"1323",B+p, ,,"1",
"1324",p,~,100,,
"1324",A,<,0.26,,
"1325",B-, ,,"1",
"1325",B-n, ,,"1",
"1325",2n, ,,"1",
"1326",B-,=,100,,
"1326",B-n, ,,"1",
"1326",2n, ,,"1",
"1327",B-,=,100,,
"1327",B-n, ,,"1",
"1328",B-,=,100,,
"1328",B-n,=,2.1,,
"1329",B-,=,100,,
"1330",B-,=,100,,
"1331",B-,=,100,,
"1332",B-,=,100,,
"1333",B-,=,100,,
"1335",B+,=,100,,
"1336",B+,=,100,,
"1337",B+,=,100,,
"1338",B+,=,100,,
"1338",A,=,3.31,,
"1338",B+A, ,,"1",
"1339",B+,~,100,,
"1339",A,=,,,"1"
"1339",B+p,=,7,,
"1339",B+A,~,0.007,,
"1340",p,=,100,,
"1341",p, ,,"1",
"1341",A, ,,"1",
"1342",B-,=,100,,
"1342",B-n, ,,"1",
"1342",2n, ,,"1",
"1343",B-,=,100,,
"1343",B-n, ,,"1",
"1344",B-,=,100,,
"1344",B-n,=,1.3,,
"1345",B-,=,100,,
"1345",B-n, ,,"1",
"1345",2n, ,,"1",
"1346",B-,=,100,,
"1347",B-,=,100,,
"1348",B-,=,100,,
"1349",2B-, ,,"1",
"1350",B-,=,99.5,,
"1350",B+,=,0.5,,
"1352",B+,=,100,,
"1353",B+,=,100,,
"1354",B+,=,100,,
"1354",B+p, ,,"1",
"1354",A,~,7.7,,
"1355",B+,=,100,,
"1356",B+,~,100,,
"1356",A,=,0.018,,
"1356",B+p,=,8.7,,
"1356",B+A,=,0.19,,
"1357",B+,~,100,,
"1357",B+p,=,20,,
"1357",A,=,0.9,,
"1357",12C,<,0.0034,,
"1358",B-,=,100,,
"1358",B-n, ,,"1",
"1358",2n, ,,"1",
"1359",B-,=,100,,
"1359",B-n, ,,"1",
"1359",2n, ,,"1",
"1360",B-,=,100,,
"1360",B-n, ,,"1",
"1361",B-,=,100,,
"1361",B-n, ,,"1",
"1362",B-,=,100,,
"1362",B-n, ,,"1",
"1363",B-,=,100,,
"1364",B-,=,100,,
"1365",B-,=,100,,
"1366",B-,=,100,,
"1368",B+,=,100,,
"1369",B+,=,100,,
"1370",B+,=,100,,
"1371",B+,=,100,,
"1371",B+p,=,0.34,,
"1372",B+,=,100,,
"1372",B+p,~,0.07,,
"1373",B+,=,100,,
"1373",B+p,>,15,,
"1374",B-, ,,"1",
"1374",B-n, ,,"1",
"1374",2n, ,,"1",
"1375",B-,=,100,,
"1375",B-n, ,,"1",
"1375",2n, ,,"1",
"1376",B-,=,100,,
"1376",B-n, ,,"1",
"1376",2n, ,,"1",
"1377",B-,=,100,,
"1377",B-n, ,,"1",
"1378",B-,=,100,,
"1378",B-n,<,2.1,,
"1379",B-,=,100,,
"1380",B-,=,100,,
"1381",2B-,=,100,,
"1382",B-,~,100,,
"1382",EC,=,0.0237,,
"1384",B+,=,100,,
"1385",B+,=,100,,
"1386",B+,=,100,,
"1387",B+,=,100,,
"1388",B+,=,100,,
"1388",B+p,=,0.28,,
"1388",B+A,=,0.049,,
"1389",B+,=,100,,
"1389",B+p,=,3,,
"1390",B+, ,,"1",
"1390",B+p, ,,"1",
"1390",p, ,,"1",
"1391",B-,=,100,,
"1391",B-n, ,,"1",
"1391",2n, ,,"1",
"1392",B-,=,100,,
"1392",B-n, ,,"1",
"1392",2n, ,,"1",
"1393",B-,=,100,,
"1393",B-n, ,,"1",
"1394",B-,=,100,,
"1394",B-n,<,7.6,,
"1395",B-,=,100,,
"1396",B-,=,100,,
"1397",B-,=,100,,
"1398",B-,=,100,,
"1400",B+,=,100,,
"1401",B+,=,100,,
"1401",EC,=,75,,
"1401",e+,=,25,,
"1402",B+,=,100,,
"1402",e+,~,77,,
"1403",B+,=,100,,
"1403",B+p,=,0.0029,,
"1404",B+,=,100,,
"1405",B+,=,100,,
"1405",B+p,=,13,,
"1405",B+A,=,0.024,,
"1406",p,~,100,,
"1406",B+, ,,"1",
"1406",B+p, ,,"1",
"1407",B-,=,100,,
"1407",B-n, ,,"1",
"1407",2n, ,,"1",
"1408",B-,=,100,,
"1408",B-n, ,,"1",
"1408",2n, ,,"1",
"1409",B-,=,100,,
"1409",B-n, ,,"1",
"1410",B-,=,100,,
"1410",B-n,=,3.1,,
"1411",B-,=,100,,
"1412",B-,=,100,,
"1413",B-,=,100,,
"1414",B-,=,100,,
"1416",B+,=,100,,
"1417",EC,=,100,,
"1418",B+,=,100,,
"1419",B+,=,100,,
"1420",B+,=,100,,
"1420",B+p,=,0.021,,
"1420",B+A,=,0.0012,,
"1421",B+,=,100,,
"1422",B+, ,,"1",
"1422",B+p, ,,"1",
"1423",B-, ,,"1",
"1423",B-n, ,,"1",
"1423",2n, ,,"1",
"1424",B-,=,100,,
"1424",B-n, ,,"1",
"1424",2n, ,,"1",
"1425",B-,=,100,,
"1425",B-n, ,,"1",
"1425",2n, ,,"1",
"1426",B-,=,100,,
"1426",B-n,=,6.4,,
"1427",B-,=,100,,
"1427",B-n, ,,"1",
"1428",B-,=,100,,
"1429",B-,=,100,,
"1430",B-,=,100,,
"1432",EC,=,100,,
"1433",B+,=,100,,
"1433",EC,=,97.94,,
"1433",e+,=,2.06,,
"1434",B+,=,100,,
"1434",e+,=,51,,
"1434",EC,=,49,,
"1435",B+,=,100,,
"1435",e+,=,79,,
"1435",EC,=,21,,
"1436",B+,=,100,,
"1436",B+A,<,2,,
"1437",B+,=,100,,
"1437",B+p,=,25,,
"1438",B+, ,,"1",
"1439",B+, ,,"1",
"1439",B+p, ,,"1",
"1440",B-,=,100,,
"1440",B-n, ,,"1",
"1440",2n, ,,"1",
"1441",B-,=,100,,
"1441",B-n, ,,"1",
"1442",B-,=,100,,
"1442",B-n,<,9.3,,
"1442",2n, ,,"1",
"1443",B-,=,100,,
"1443",B-n,<,0.7,,
"1444",B-,=,100,,
"1444",B-n,<,0.003,,
"1445",B-,=,100,,
"1446",B-,=,100,,
"1448",B+,=,100,,
"1449",2B+, ,,"1",
"1450",B+,=,100,,
"1451",B+,=,100,,
"1452",B+,=,100,,
"1452",B+A,<,2,,
"1452",B+p,<,7,,
"1453",B+,=,100,,
"1454",B+,=,100,,
"1454",B+p,=,,,"1"
"1455",B+, ,,"1",
"1455",B+p, ,,"1",
"1456",B-,=,100,,
"1456",B-n, ,,"1",
"1456",2n, ,,"1",
"1457",B-,=,100,,
"1457",B-n, ,,"1",
"1457",2n, ,,"1",
"1458",B-,=,100,,
"1458",B-n,>,11,,
"1459",B-,=,100,,
"1459",B-n,<,0.8,,
"1460",B-,=,100,,
"1460",B-n,=,0.08,,
"1461",B-,=,100,,
"1462",B-,=,100,,
"1463",B-,=,100,,
"1465",B+,=,100,,
"1466",B+,=,100,,
"1467",B+,=,100,,
"1468",B+,=,100,,
"1469",B+,=,100,,
"1469",B+p,=,0.02,,
"1470",B+,=,100,,
"1470",B+p, ,,"1",
"1471",B+,=,100,,
"1471",B+p,~,1,,
"1472",p,~,100,,
"1473",B-, ,,"1",
"1473",B-n, ,,"1",
"1473",2n, ,,"1",
"1474",B-,=,100,,
"1474",B-n, ,,"1",
"1474",2n, ,,"1",
"1475",B-,=,100,,
"1475",B-n,<,3.9,,
"1475",2n, ,,"1",
"1476",B-,=,100,,
"1476",B-n,<,2.5,,
"1477",B-,=,100,,
"1477",B-n,=,0.186,,
"1478",B-,=,100,,
"1479",B-,=,100,,
"1480",2B-, ,,"1",
"1481",B-,=,97.59,,
"1481",B+,=,2.41,,
"1483",B+,=,100,,
"1483",e+,=,78,,
"1483",EC,=,22,,
"1484",EC,=,100,,
"1485",B+,=,100,,
"1485",B+A,<,2,,
"1486",B+,=,100,,
"1487",B+,=,100,,
"1487",B+p,=,,,"1"
"1488",B+, ,,"1",
"1488",B+p, ,,"1",
"1489",B+, ,,"1",
"1489",B+p, ,,"1",
"1490",B-,=,100,,
"1490",B-n, ,,"1",
"1490",2n, ,,"1",
"1491",B-,=,100,,
"1491",B-n,>,24,,
"1491",2n, ,,"1",
"1492",B-,=,100,,
"1492",B-n,=,10,,
"1493",B-,=,100,,
"1493",B-n,=,0.56,,
"1494",B-,=,100,,
"1495",B-,=,100,,
"1496",B-,=,100,,
"1498",EC,=,100,,
"1499",B+,=,100,,
"1500",B+,=,100,,
"1501",B+,=,100,,
"1502",B+,=,100,,
"1503",B+,=,100,,
"1504",B+,=,100,,
"1504",B+p,=,,,"1"
"1505",B+, ,,"1",
"1505",B+p, ,,"1",
"1506",B-,=,100,,
"1506",B-n, ,,"1",
"1506",2n, ,,"1",
"1507",B-,=,100,,
"1507",B-n,<,31,,
"1507",2n, ,,"1",
"1508",B-,=,100,,
"1508",B-n,=,17,,
"1509",B-,=,100,,
"1509",B-n,=,1.3,,
"1510",B-,=,100,,
"1511",B-,=,100,,
"1512",2B-, ,,"1",
"1513",B-,=,100,,
"1515",B+,=,100,,
"1516",2B+, ,,"1",
"1517",B+,=,100,,
"1518",B+,=,100,,
"1519",B+,=,100,,
"1520",B+,=,100,,
"1521",B+,=,100,,
"1521",B+p,=,,,"1"
"1522",B+, ,,"1",
"1522",B+p, ,,"1",
"1523",B-, ,,"1",
"1523",B-n, ,,"1",
"1523",2n, ,,"1",
"1524",B-,=,100,,
"1524",B-n, ,,"1",
"1524",2n, ,,"1",
"1525",B-,=,100,,
"1525",B-n,=,12,,
"1526",B-,=,100,,
"1526",B-n,=,11.8,,
"1527",B-,=,100,,
"1528",B-,=,100,,
"1529",B-,=,100,,
"1530",B-,=,100,,
"1532",EC,=,100,,
"1533",B+,=,100,,
"1534",B+,=,100,,
"1535",B+,=,100,,
"1536",B+,=,100,,
"1537",B+,=,100,,
"1537",B+p,=,,,"1"
"1538",B+,=,100,,
"1538",B+p, ,,"1",
"1539",B+,=,100,,
"1539",B+p,>,0,,
"1540",B-,=,100,,
"1540",B-n, ,,"1",
"1540",2n, ,,"1",
"1541",B-,=,100,,
"1541",B-n,=,22,,
"1542",B-,=,100,,
"1542",B-n,=,13.7,,
"1543",B-,=,100,,
"1544",B-,=,100,,
"1545",B-,=,100,,
"1546",B-,=,100,,
"1548",B+,=,52.7,,
"1548",B-,=,47.3,,
"1549",2B+, ,,"1",
"1550",B+,=,100,,
"1551",B+,=,100,,
"1552",B+,=,100,,
"1553",B+,=,100,,
"1554",B+,=,100,,
"1554",B+p,=,,,"1"
"1555",B+, ,,"1",
"1555",B+p, ,,"1",
"1556",B+, ,,"1",
"1556",B+p, ,,"1",
"1557",B-,=,100,,
"1557",B-n, ,,"1",
"1557",2n, ,,"1",
"1558",B-,=,100,,
"1558",B-n,<,19,,
"1558",2n, ,,"1",
"1559",B-,=,100,,
"1559",B-n,=,14.6,,
"1560",B-,=,100,,
"1560",B-n, ,,"1",
"1561",B-,=,100,,
"1561",B-n,<,0.03,,
"1562",B-,=,100,,
"1563",B-,=,100,,
"1564",B-,=,100,,
"1566",EC,=,100,,
"1567",B+,=,100,,
"1568",B+,=,100,,
"1569",B+,=,100,,
"1570",B+,=,100,,
"1571",B+,=,100,,
"1572",B+,=,100,,
"1572",B+p,=,,,"1"
"1573",B+, ,,"1",
"1573",p, ,,"1",
"1574",B-, ,,"1",
"1574",B-n, ,,"1",
"1574",2n, ,,"1",
"1575",B-,=,100,,
"1575",B-n, ,,"1",
"1576",B-,=,100,,
"1576",B-n,=,20,,
"1576",2n, ,,"1",
"1577",B-,=,100,,
"1577",B-n, ,,"1",
"1578",B-,=,100,,
"1578",B-n,=,0.038,,
"1579",B-,=,100,,
"1580",B-,=,100,,
"1581",2B-,=,100,,
"1582",B-,=,93.1,,
"1582",B+,=,6.9,,
"1584",B+,=,100,,
"1585",EC,=,100,,
"1586",B+,=,100,,
"1587",B+,=,100,,
"1588",B+,=,100,,
"1588",B+p,=,,,"1"
"1589",B+, ,,"1",
"1590",B+,~,100,,
"1590",B+p,=,,,"1"
"1590",p,=,0,,
"1591",B+, ,,"1",
"1591",B+p, ,,"1",
"1592",B-,=,100,,
"1592",B-n, ,,"1",
"1592",2n, ,,"1",
"1593",B-,=,100,,
"1593",B-n,<,20,,
"1594",B-,=,100,,
"1594",B-n,=,,,"1"
"1595",B-,=,100,,
"1595",B-n,=,0.23,,
"1596",B-,=,100,,
"1597",B-,=,100,,
"1598",B-,=,100,,
"1599",B-,=,100,,
"1601",B+,=,100,,
"1602",B+,=,100,,
"1603",B+,=,100,,
"1604",B+,=,100,,
"1605",B+,=,100,,
"1606",B+,=,100,,
"1606",B+p,=,,,"1"
"1607",B+,=,100,,
"1607",B+p, ,,"1",
"1607",p, ,,"1",
"1608",B+,=,100,,
"1608",B+p,=,,,"1"
"1609",B-, ,,"1",
"1609",B-n, ,,"1",
"1609",2n, ,,"1",
"1610",B-,=,100,,
"1610",B-n, ,,"1",
"1610",2n, ,,"1",
"1611",B-,=,100,,
"1611",B-n,=,3.5,,
"1612",B-,=,100,,
"1612",B-n,=,0.93,,
"1613",B-,=,100,,
"1614",B-,=,100,,
"1615",2B-,=,100,,
"1616",B-,=,100,,
"1618",B+,=,98.4,,
"1618",B-,=,1.6,,
"1619",2B+, ,,"1",
"1620",B+,=,100,,
"1621",B+,=,100,,
"1622",B+,=,100,,
"1623",B+,=,100,,
"1624",B+,=,100,,
"1624",B+p,=,,,"1"
"1625",B+, ,,"1",
"1626",p,~,100,,
"1626",B+, ,,"1",
"1626",B+p, ,,"1",
"1627",B-, ,,"1",
"1627",B-n, ,,"1",
"1627",2n, ,,"1",
"1628",B-,=,100,,
"1628",B-n, ,,"1",
"1628",2n,=,10,,
"1629",B-,=,100,,
"1629",B-n,=,3.5,,
"1629",2n, ,,"1",
"1630",B-,=,100,,
"1630",B-n,=,2.25,,
"1631",B-,=,100,,
"1632",B-,=,100,,
"1633",B-,=,100,,
"1634",B-,=,100,,
"1636",EC,=,100,,
"1637",B+,=,100,,
"1638",B+,=,100,,
"1639",B+,=,100,,
"1640",B+,=,100,,
"1641",B+,=,100,,
"1641",B+p,=,,,"1"
"1642",B+,=,100,,
"1643",B+,=,100,,
"1643",B+p,=,,,"1"
"1644",p,=,89,,
"1644",B+, ,,"1",
"1644",B+p, ,,"1",
"1645",B-,=,100,,
"1645",B-n, ,,"1",
"1645",2n, ,,"1",
"1646",B-,=,100,,
"1646",B-n,=,60,,
"1646",2n, ,,"1",
"1647",B-,=,100,,
"1647",B-n,=,12.3,,
"1647",2n, ,,"1",
"1648",B-,=,100,,
"1649",B-,=,100,,
"1650",B-,=,100,,
"1651",B-,=,100,,
"1653",B+,=,98.13,,
"1653",B-,=,1.87,,
"1654",2B+, ,,"1",
"1655",B+,=,100,,
"1656",B+,=,100,,
"1657",B+,=,100,,
"1658",B+,=,100,,
"1659",B+,=,100,,
"1659",B+p,~,5,,
"1660",B+,=,100,,
"1660",B+p, ,,"1",
"1661",B+, ,,"1",
"1661",B+p, ,,"1",
"1661",p,=,0,,
"1662",B-, ,,"1",
"1662",B-n, ,,"1",
"1663",B-,=,100,,
"1663",B-n,=,,,"1"
"1663",2n, ,,"1",
"1664",B-,=,100,,
"1664",B-n,=,90,,
"1664",2n, ,,"1",
"1665",B-,=,100,,
"1665",B-n,=,0.0294,,
"1666",B-,=,100,,
"1667",B-,=,100,,
"1668",B-,=,100,,
"1669",B-,=,100,,
"1671",EC,=,100,,
"1672",B+,=,100,,
"1673",B+,=,100,,
"1674",B+,=,100,,
"1675",B+,=,100,,
"1676",B+,=,100,,
"1677",B+,=,100,,
"1677",B+p,=,,,"1"
"1678",B+, ,,"1",
"1678",B+p, ,,"1",
"1679",B+, ,,"1",
"1679",B+p, ,,"1",
"1680",B-,=,100,,
"1680",B-n, ,,"1",
"1680",2n, ,,"1",
"1681",B-,=,100,,
"1681",B-n,~,65,,
"1681",2n,<,4,,
"1682",B-,=,100,,
"1682",B-n,=,17,,
"1683",B-,=,100,,
"1683",B-n, ,,"1",
"1684",B-,=,100,,
"1685",B-,=,100,,
"1686",2B-, ,,"1",
"1687",B-,=,100,,
"1687",EC,=,0.0003,,
"1689",B+,=,100,,
"1690",EC,=,100,,
"1691",B+,=,100,,
"1692",B+,=,100,,
"1693",B+,=,100,,
"1694",B+,=,100,,
"1695",B+,=,100,,
"1695",B+p,=,,,"1"
"1696",B+, ,,"1",
"1696",B+p, ,,"1",
"1697",B-, ,,"1",
"1697",B-n, ,,"1",
"1698",B-,=,100,,
"1698",B-n,=,,,"1"
"1698",2n, ,,"1",
"1699",B-,=,100,,
"1699",B-n,=,21,,
"1699",2n, ,,"1",
"1700",B-,=,100,,
"1700",B-n,=,19.1,,
"1701",B-,=,100,,
"1702",B-,=,100,,
"1703",B-,=,100,,
"1704",B-,=,100,,
"1706",B+,=,100,,
"1707",B+,=,100,,
"1708",B+,=,100,,
"1709",B+,=,100,,
"1710",B+,=,100,,
"1711",B+,=,100,,
"1711",B+p,=,0.02,,
"1712",B+,=,100,,
"1712",B+p, ,,"1",
"1713",B+,=,100,,
"1713",B+p,~,2,,
"1714",p,~,100,,
"1714",B+, ,,"1",
"1715",B-,=,100,,
"1715",B-n, ,,"1",
"1715",2n, ,,"1",
"1716",B-,=,100,,
"1716",B-n,=,28,,
"1716",2n, ,,"1",
"1717",B-,=,100,,
"1717",B-n,=,24.7,,
"1717",2n,=,0.14,,
"1718",B-,=,100,,
"1718",B-n,=,1.37,,
"1719",B-,=,100,,
"1720",2B-,=,100,,
"1721",B-,=,100,,
"1723",B+,=,100,,
"1724",2B+, ,,"1",
"1725",B+,=,100,,
"1726",B+,=,100,,
"1727",B+,=,100,,
"1728",B+,=,100,,
"1729",B+,=,100,,
"1729",B+p,~,0.09,,
"1730",B+, ,,"1",
"1730",B+p, ,,"1",
"1731",B+, ,,"1",
"1731",B+p, ,,"1",
"1732",B-,=,100,,
"1732",B-n, ,,"1",
"1732",2n, ,,"1",
"1733",B-,=,100,,
"1733",B-n,=,48,,
"1733",2n, ,,"1",
"1734",B-,=,100,,
"1734",B-n,=,49,,
"1734",2n, ,,"1",
"1735",B-,=,100,,
"1735",B-n,=,2.94,,
"1736",B-,=,100,,
"1736",B-n,=,7.51,,
"1737",B-,=,100,,
"1738",B-,=,100,,
"1740",EC,=,100,,
"1741",B+,=,100,,
"1742",B+,=,100,,
"1743",B+,=,100,,
"1744",B+, ,,"1",
"1745",B+,=,100,,
"1746",B+,=,100,,
"1747",B+,=,100,,
"1747",B+p,=,,,"1"
"1748",p, ,,"1",
"1748",B+, ,,"1",
"1749",B-,=,100,,
"1749",B-n,=,36,,
"1749",2n, ,,"1",
"1750",B-,=,100,,
"1750",B-n,=,72,,
"1750",2n, ,,"1",
"1751",B-,=,100,,
"1751",B-n,=,4.8,,
"1752",B-,=,100,,
"1752",B-n,=,5.33,,
"1753",B-,=,100,,
"1754",B-,=,100,,
"1756",B+,=,65.5,,
"1756",B-,=,34.5,,
"1757",2B+, ,,"1",
"1758",B+,=,100,,
"1759",B+,=,100,,
"1760",B+,=,100,,
"1761",B+,=,100,,
"1762",B+, ,,"1",
"1763",B+,=,100,,
"1764",B+, ,,"1",
"1764",B+p, ,,"1",
"1764",p,=,0,,
"1765",B+, ,,"1",
"1765",B+p, ,,"1",
"1766",B-,=,100,,
"1766",B-n, ,,"1",
"1766",2n, ,,"1",
"1767",B-,=,100,,
"1767",B-n,=,90,,
"1767",2n, ,,"1",
"1768",B-,=,100,,
"1768",B-n, ,,"1",
"1769",B-,=,100,,
"1769",B-n,=,9.74,,
"1770",B-,=,100,,
"1771",B-,=,100,,
"1772",B-,=,100,,
"1774",EC,=,100,,
"1775",B+,=,100,,
"1776",B+,=,100,,
"1777",B+,=,100,,
"1778",B+,=,100,,
"1779",B+,=,100,,
"1780",B+,=,100,,
"1780",B+p,=,,,"1"
"1781",B+,=,100,,
"1781",B+p, ,,"1",
"1782",B+,=,100,,
"1782",B+p,~,11,,
"1783",B-, ,,"1",
"1783",B-n, ,,"1",
"1783",2n, ,,"1",
"1784",B-,=,100,,
"1784",B-n,=,23,,
"1784",2n,=,7.6,,
"1785",B-,=,100,,
"1785",B-n,=,,,"1"
"1786",B-,=,100,,
"1786",B-n,=,7.6,,
"1786",2n, ,,"1",
"1787",B-,=,100,,
"1788",B-,=,100,,
"1789",B-,=,100,,
"1790",B-,=,100,,
"1792",B+,=,100,,
"1792",e+,=,48.7,,
"1792",EC,=,51.3,,
"1793",EC,=,100,,
"1794",B+,=,100,,
"1795",B+,=,100,,
"1796",B+,=,100,,
"1796",e+,=,95.1,,
"1796",EC,=,4.9,,
"1797",B+,=,100,,
"1797",e+,=,67,,
"1797",EC,=,33,,
"1798",B+,=,100,,
"1798",EC,<,3,,
"1798",B+p,=,0.26,,
"1799",B+, ,,"1",
"1799",B+p, ,,"1",
"1800",p,=,,,"1"
"1800",B+, ,,"1",
"1800",B+p, ,,"1",
"1801",B-,=,100,,
"1801",B-n, ,,"1",
"1801",2n, ,,"1",
"1802",B-,=,100,,
"1802",B-n, ,,"1",
"1802",2n, ,,"1",
"1803",B-,=,100,,
"1803",B-n,=,21.2,,
"1804",B-,=,100,,
"1804",B-n,=,0.044,,
"1805",B-,=,100,,
"1805",B-n,=,0.0342,,
"1806",B-,=,100,,
"1807",B-,=,100,,
"1808",B-,=,100,,
"1810",B+,=,100,,
"1810",EC,=,97.28,,
"1810",e+,=,2.72,,
"1811",B+,=,100,,
"1812",B+,=,100,,
"1813",B+,=,100,,
"1814",B+,=,100,,
"1814",B+p,=,0.03,,
"1815",B+,=,100,,
"1816",B+,=,100,,
"1816",B+p,=,,,"1"
"1817",p,~,100,,
"1817",B+, ,,"1",
"1817",B+p, ,,"1",
"1818",B-,=,100,,
"1818",B-n, ,,"1",
"1818",2n, ,,"1",
"1819",B-,=,100,,
"1819",B-n, ,,"1",
"1819",2n, ,,"1",
"1820",B-,=,100,,
"1820",B-n, ,,"1",
"1820",2n, ,,"1",
"1821",B-,=,100,,
"1821",B-n,=,0.37,,
"1822",B-,=,100,,
"1822",B-n,=,0.089,,
"1823",B-,=,100,,
"1824",B-,=,100,,
"1825",A, ,,"1",
"1825",2B-, ,,"1",
"1826",B-,~,100,,
"1826",EC,=,0.0164,,
"1828",B+,=,100,,
"1828",e+,=,77.1,,
"1828",EC,=,22.9,,
"1829",B+,=,100,,
"1829",e+,<,5,,
"1830",B+,=,100,,
"1830",e+,=,89.9,,
"1830",EC,=,10.1,,
"1831",B+,=,100,,
"1831",EC,=,52,,
"1831",e+,=,48,,
"1832",B+,=,100,,
"1832",e+,=,96.8,,
"1832",EC,=,3.2,,
"1832",B+p,=,0.0022,,
"1833",B+,=,100,,
"1833",e+,=,90,,
"1833",EC,=,10,,
"1833",B+p,=,0.06,,
"1834",B+,~,100,,
"1834",B+p,=,,,"1"
"1834",p,~,0,,
"1835",p, ,,"1",
"1836",B-,=,100,,
"1836",B-n, ,,"1",
"1836",2n, ,,"1",
"1837",B-,=,100,,
"1837",B-n, ,,"1",
"1837",2n, ,,"1",
"1838",B-,=,100,,
"1838",B-n,=,1,,
"1839",B-,=,100,,
"1839",B-n,=,1.62,,
"1840",B-,=,100,,
"1841",B-,=,100,,
"1842",B-,=,100,,
"1843",B-,=,100,,
"1845",EC,=,100,,
"1845",e+,<,5.7,,
"1846",B+,=,100,,
"1846",e+,=,40,,
"1846",EC,=,60,,
"1847",B+,=,100,,
"1848",B+,=,100,,
"1848",B+p,=,,,"1"
"1848",B+A,=,,,"1"
"1849",B+,=,100,,
"1850",B+,=,100,,
"1850",B+p,=,,,"1"
"1851",B+, ,,"1",
"1851",B+p, ,,"1",
"1852",B+, ,,"1",
"1852",B+p, ,,"1",
"1853",B-,=,100,,
"1853",B-n, ,,"1",
"1853",2n, ,,"1",
"1854",B-,=,100,,
"1854",B-n, ,,"1",
"1854",2n, ,,"1",
"1855",B-,=,100,,
"1855",B-n,=,3,,
"1856",B-,=,100,,
"1856",B-n,=,2.98,,
"1857",B-,=,100,,
"1858",B-,=,100,,
"1859",B-,=,100,,
"1860",B-,=,100,,
"1861",A,=,100,,
"1862",EC,=,100,,
"1862",e+,<,8,,
"1863",2B+, ,,"1",
"1864",B+,=,100,,
"1865",B+,=,100,,
"1866",B+,=,100,,
"1867",B+,=,100,,
"1867",B+p,=,,,"1"
"1868",B+,=,100,,
"1868",B+p,=,,,"1"
"1869",B+, ,,"1",
"1870",p,=,,,"1"
"1870",B+, ,,"1",
"1871",B-, ,,"1",
"1871",B-n, ,,"1",
"1871",2n, ,,"1",
"1872",B-,=,100,,
"1872",B-n, ,,"1",
"1872",2n, ,,"1",
"1873",B-,=,100,,
"1873",B-n,=,5,,
"1873",2n, ,,"1",
"1874",B-,=,100,,
"1874",B-n,=,12.8,,
"1875",B-,=,100,,
"1876",B-,=,100,,
"1877",B-,=,100,,
"1878",B-,=,100,,
"1879",A, ,,"1",
"1880",EC,=,100,,
"1880",A,=,2.8,,
"1881",EC,=,100,,
"1882",B+,=,100,,
"1883",B+,=,100,,
"1884",B+,=,100,,
"1885",B+,=,100,,
"1885",B+p,=,,,"1"
"1886",B+,=,100,,
"1887",B+,=,100,,
"1887",B+p,=,,,"1"
"1888",p,=,100,,
"1889",B-,=,100,,
"1889",B-n, ,,"1",
"1889",2n, ,,"1",
"1890",B-,=,100,,
"1890",B-n,=,6.9,,
"1891",B-,=,100,,
"1891",B-n,=,14.2,,
"1891",2n, ,,"1",
"1892",B-,=,100,,
"1893",B-,=,100,,
"1894",B-,=,100,,
"1895",B-,=,100,,
"1896",2B-, ,,"1",
"1896",A, ,,"1",
"1897",EC,=,66,,
"1897",B-,=,34,,
"1898",A,=,100,,
"1899",B+,=,100,,
"1900",EC,=,100,,
"1901",B+,=,100,,
"1902",B+,=,100,,
"1903",B+,=,100,,
"1903",B+p,=,,,"1"
"1904",B+,=,100,,
"1904",B+p,=,,,"1"
"1905",p,~,100,,
"1905",B+, ,,"1",
"1905",B+p, ,,"1",
"1906",B-, ,,"1",
"1906",B-n, ,,"1",
"1906",2n, ,,"1",
"1907",B-,=,100,,
"1907",B-n,<,8,,
"1907",2n, ,,"1",
"1908",B-,=,100,,
"1908",B-n,=,28.5,,
"1909",B-,=,100,,
"1909",B-n,=,0.07,,
"1910",B-,=,100,,
"1910",B-n,=,0.041,,
"1911",B-,=,100,,
"1912",B-,=,100,,
"1913",B-,=,100,,
"1914",B-,=,100,,
"1915",A,=,100,,
"1916",B+,~,100,,
"1916",A,=,0.0022,,
"1917",B+,=,100,,
"1918",B+,=,100,,
"1919",B+,=,100,,
"1919",B+p,~,0.05,,
"1920",B+,=,100,,
"1921",B+,=,100,,
"1921",B+p,=,,,"1"
"1922",B+,=,85,,
"1922",p,=,15,,
"1923",B-,=,100,,
"1923",B-n, ,,"1",
"1923",2n, ,,"1",
"1924",B-,=,100,,
"1924",B-n,=,28.7,,
"1924",2n, ,,"1",
"1925",B-,=,100,,
